"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"OECD members","OED","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","484538707851.814","549891427327.208","790261635008.749","987010714445.635","1087386855208.44","1164134196034.88","1247813611060.44","1427025946967.57","1761598722286.64","2064090765644.57","2277588757367.17","2277245312723.53","2152802269685.76","2181753229341.16","2303948449709.68","2435654214863.38","2980323389106.19","3495878969655.03","4044949581640.16","4260497870783.08","4753343780626.75","4909873656947.21","5128581567829.28","5098949226971.12","5450767264106.76","6031420677124.92","6112146966096.82","5932153552974.16","5968521749251.11","6345726208332.95","6569821948047","6309395983697.55","6337346416434.81","7070582177713.63","7961106461997.32","8617127183058.3","9235603645481.84","10067943654216.8","10506226826547.3","9020898105539.39","9306081677903.22","10199179689727.7","10317919060194","10427168000792.4","10765685836496.1","10271816276351.6","10510249758017.2","11106620410090.9","11847311176040.7","12097615291527","11863766880262.3","13166849728645.8","13573073347072.1","14490100699774.7",
"Oman","OMN","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","33415906.5238344","23759980.9920152","22319982.1440143","35279971.7760226","85659287.7767084","109439694.819594","126612599.664648","504053271.569195","746960046.323104","929936016.213086","899826577.880718","813549218.297626","920671974.522293","1344238563.98379","1649970469.02142","2053271279.67574","","","","","","","","1442912873.86216","1703511053.31599","2036410923.27698","2190637191.15735","2033810143.04291","2067620286.08583","2092327698.30949","2794538361.50845","5307672301.69051","4294668400.52016","3795838751.62549","4099349804.94148","4646814044.21326","5805461638.49155","7523797139.14174","8946944083.22497","11434070221.0663","15492847854.3563","23660598179.4538","20681404421.3264","19205721716.515","22127698309.4928","24171131339.4018","26930559167.7503","27649674902.4707","26770611183.355","29524837451.2354","26942782834.8505","27901430429.1287","25496488946.684","23968010403.1209","23453055916.775","25222886866.0598","",
"Other small states","OSS","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6499466496.91251","7614830612.15064","8101279822.69573","9032073537.81635","8876326375.47497","9178658589.27491","11193702692.551","11922585818.4096","11696656197.3762","11893028246.8487","11618792374.79","12282007571.7724","12365509330.693","14914953951.1663","17777736353.8337","21254875933.4479","25796068849.7429","32214196980.3534","39991160382.4106","42810484248.9654","30722477827.8479","32161005356.8252","35605938930.3368","36449258426.5647","38236297194.7004","37140205711.3382","35381680605.429","39022276251.2858","45239230092.4478","51510239959.3208","50464224293.2492","48047218881.5266","51946537828.3376","56568189191.5227","61048160902.2889",
"Pakistan","PAK","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","394792104.157917","538639227.215456","622637547.249055","799034019.319614","1061528769.42461","1273414531.70937","1156446871.06258","1236875262.49475","1221965560.68879","1196766064.67871","1435321293.57413","1479420411.59177","1173239194.07611","723257353.636622","1072121212.12121","1638181818.18182","2300000000","2668787878.78788","2925252525.25253","3192424242.42424","3977373737.37374","4818888888.88889","5174312796.20853","4863070866.14173","5135945384.38706","5140171503.95778","5427464352.13887","5828138654.23828","6338137282.82541","6949816138.03983","6921703360.91245","7915231468.33921","9087560779.2218","9902076352.06173","9325814175.4237","10328873449.4057","11003191882.5387","10203480057.2575","9356585924.41708","8773132808.2574","14525460256.1005","13879113706.63","12977200389.7369","15288048488.9875","18431943720.6879","21137209051.5789","26825680041.967","29142018860.643","32931754774.4478","29726261587.8306","28034170568.5819","29795536128.3424","33661863195.9176","34329971886.2707","35816905434.3532","42297655639.1376","44633138409.5852","49601655916.8664","54695199610.7598","44252276966.9727","39372396457.5361","44696187348.3524","51924337834.7422","41917650298.5851",
"Panama","PAN","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","68950600","90287100","95902000","108479300","98597100","112409700","159574600","171478100","194836000","224931700","286583000","335167500","407278300","475778000","508824300","585968600","665957900","487924200","663441200","723515300","946303700","1192958700","1313476000","1021424300","834541500","901555600","1032989600","1174908200","463045700","343933600","490716000","944141900","1327203100","1817270600","1976699200","2224327100","1853293800","2043565500","2521782900","2702301000","2680315200","2010043100","1898165100","2558156900","2777210100","3213846600","4020628200","5941654300","7957311100","7917571400","8811890500","10909796200","14498578800","18176181600","20675880100","21881039000","22897963400","25304115600","26034346900","25850729100","13503338600","18489705800","22645984700","26894289800",
"Peru","PER","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","723830490.681993","950102728.14932","1170115654.81619","1163992832.66831","1195020539.15716","1491776745.20849","1751395313.15255","1556546717.45738","1253740331.68614","1353696846.67581","1179486855.1726","1379399885.17776","1530762586.11191","2347550065.07358","3444215873.21561","4018947907.59866","3589898588.81425","3242164617.00245","2665728536.73285","3576691343.41639","4711459653.60256","6445047836.48736","6630956396.52473","4111355300.56872","3775735065.48514","2862634004.41508","4273923824.34128","6676671677.27567","2979748459.92","3928055836.31841","4302893998.9372","5677825684.53529","5906123960.33269","6380017344.52768","9516026224.73138","12772852203.2095","12286191582.1212","13664414414.4144","12850071687.0349","10658590633.7716","10178228602.5388","9348080157.35013","9164795178.66788","9937916762.47413","11209502607.0654","12977522977.523","15766200451.9636","20419303291.7865","28240883147.0659","26748555872.784","34688730587.1422","40103845176.2826","48248284605.6963","50899015840.3404","49273980959.7879","43822789508.6073","41156280980.9124","43483674836.4049","46574533036.0862","47887740109.2188","40164054271.5886","52259806202.9288","57287517851.1783","56876842032.7227",
"Philippines","PHL","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16206152402.2877","14451865847.2014","15465225045.3927","16213884140.6671","17617741480.595","19530582724.0319","23895240298.932","29439721153.0084","34661092674.3521","32758436095.4711","42511705323.2762","44423040919.4328","52200933933.8241","59003565755.0849","62061534975.1912","68127953250.8301","79645993667.5427","84232079455.6434","94629911709.5757","102326866710.365","77061177023.7588","87799824743.2656","94400203293.871","103253481558.263",
"Palau","PLW","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109227500","94368000","88084400","76246200","56007500","53829100","65547100","65513500","58083300","81874800","88074000","91561000","95199100","82372700","96751300","110601800","84865000","93663100","",
"Papua New Guinea","PNG","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","30912004.9459208","30688004.9100808","34384005.5014409","42336006.7737611","52080008.3328013","65408010.4652817","81312013.0099221","90832014.5331223","97776015.6441625","153328024.532484","256816041.090567","293285249.184941","222504577.630506","184913238.481269","227512179.437492","229089676.171925","253025011.131335","302372480.439925","378742462.178651","458302622.945753","587528653.572717","669720803.546088","780951658.726698","761708959.918483","609536231.625994","446759817.417331","555067149.536655","607115989.774193","850005708.993568","920706523.194655","808962008.410943","1061029411.76471","947646692.929712","920686835.650041","1034761293.53234","905677817.691962","888231866.46434","754335401.994282","529647987.18011","420802481.291847","718930266.203704","651938891.029251","582606670.441093","641927230.77356","712137722.320514","","","","","","","","","","","","","","","","","","","",
"Poland","POL","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25182856951.9869","31483995400.7641","35567128514.3257","42074005869.8279","41522943161.618","41184977249.5873","39449913285.6201","37029847552.7036","39889433862.808","47664861678.6443","58683355777.1745","71557104085.5799","97514044690.1136","124362351312.155","95404632225.0718","93759493251.0861","107671065137.327","96759077573.6963","97423066445.5706","108344412596.187","97168059424.3268","86829016727.4965","92325277827.5915","111524805839.222","115387530522.546","111473024921.638","116662279091.844","114331231505.479","143579652683.026",
"Pre-demographic dividend","PRE","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","355000000","","","489000000","584000000","720000000","747000000","919000000","975000000","1099000000","1403000000","1593700000","1761000000","1600600000","1695600000","2078900000","1835800000","1554400000","1730000000","1914900000","2067200000","2162300000","1851200000","1722200000","2100300000","2345500000","2327300000","3030100000","3891800000","4402900000","4770737000","5006211000","5042167000","5552223000","5882727000","6558877000","7589911000","8528672000","9118100000","11477500000","11852528000","11684050000","11355645000","11362160000","11961153000","11901543000","11833382000","11674420000","10974300000","9699000000","8918500000","9605100000","10356100000","9672700000","9031300000","8804300000","8304300000","8256100000","15620300000","16095500000","10706500000","13300000000","14979700000","16183000000",
"Korea, Dem. People's Rep.","PRK","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","2015955369.59554","2435477031.80212","3258584136.39733","4330163532.29763","4873670086.81926","5367654901.96078","5454582228.11671","6080618124.6726","7019183394.16058","7573426229.5082","10061009211.0533","10558557003.2573","10151036831.4834","8507260224.39377","6363218296.35716","6325879515.23709","9167387749.63142","12617620606.2331","15729026462.3955","16439977081.7418","21046865419.7722","22693231580.4079","26015139590.1396","21539982545.8172","22624111111.1111","27500607668.8338","29215129971.4063","30421212121.2121","33897118210.1514","35170526860.0425","33213072165.4683","33297137790.1748","34854230478.9275","39258471099.5411","44360995999.9441","45618066974.3315","47038785002.4141","54134774730.2233","60196535872.914","51873468818.8941","49233983005.8001","45364961703.9592","34382052347.2102","33618339818.9275","34766599825.3332","31157636124.9601","32445092427.1098","37735898260.853","43162232816.0651","44260157691.6391","44767163478.0048","52499080665.7162","52852384782.0236","58152524410.7559",
